price_bought,selling_price,delivery_time,buyers_offer,final_price,final_delivery_time
197.15,270.38,4.54,181.5,171.4,4.72
122.51,155.39,6.72,120.26,106.09,7.04
179.53,266.53,2.77,181.41,170.42,3.97
138.31,185.3,4.72,157.7,145.55,4.83
106.3,151.26,11.51,124.65,110.99,11.96
92.87,106.22,11.65,108.83,98.38,11.72
80.48,101.32,4.49,64.64,59.58,6.01
164.27,202.83,6.03,191.99,178.81,4.97
107.98,143.38,3.61,88.73,77.27,2.67
126.69,183.0,2.89,114.82,107.88,1.4
123.85,140.11,13.91,124.59,113.64,15.18
136.59,154.22,9.87,135.5,122.35,9.51
179.84,258.99,8.51,187.37,172.71,7.9
197.11,233.6,11.19,195.49,181.16,13.11
111.14,151.98,12.08,130.45,124.89,13.79
174.13,229.35,11.68,156.06,149.15,13.57
164.68,236.01,2.2,149.79,147.26,0.77
136.03,156.44,4.24,158.92,154.46,5.81
193.41,222.79,9.86,160.66,147.31,9.17
80.07,105.91,6.51,83.58,77.53,4.56
66.39,98.16,13.79,71.22,61.53,13.35
178.09,225.47,9.98,178.49,168.17,10.02
115.87,142.61,13.48,124.87,112.93,11.91
177.05,237.71,4.42,153.87,150.31,4.57
183.96,270.83,12.37,209.91,204.64,13.65
59.37,85.18,5.86,50.82,43.54,5.37
182.52,273.45,13.87,175.28,169.17,13.29
117.25,130.03,3.89,97.33,82.57,3.25
126.56,144.93,8.2,128.85,116.16,9.89
143.99,193.49,11.51,153.77,146.05,9.71
188.96,269.87,7.19,222.31,209.0,6.97
52.87,64.19,7.62,57.93,52.06,6.68
121.53,145.31,13.84,123.52,111.52,15.41
153.16,216.69,7.1,179.66,175.53,5.49
158.41,177.82,9.25,157.04,145.23,8.89
153.88,192.0,2.65,157.65,150.26,2.28
70.17,91.38,12.11,72.86,70.36,13.66
94.91,125.67,9.78,91.49,86.67,8.64
103.81,144.44,6.85,117.86,111.23,7.43
170.67,211.96,2.19,149.17,137.68,0.73
91.81,123.5,9.1,93.83,91.81,10.92
81.61,108.87,2.15,88.86,78.63,2.52
193.62,255.39,2.01,224.9,213.88,2.52
51.33,69.61,9.39,59.21,49.06,9.13
199.67,240.36,4.27,200.37,188.72,3.64
151.52,171.81,4.3,160.2,156.71,3.15
174.27,200.01,9.84,166.9,157.68,10.26
94.19,112.07,2.64,92.99,78.82,4.46
52.15,67.8,5.76,60.62,51.07,5.2
160.68,230.77,3.79,188.36,178.8,5.33
175.12,241.76,8.96,202.82,191.51,7.56
161.07,228.02,9.94,137.77,132.11,11.69
71.43,88.6,10.65,81.43,70.62,10.06
163.01,205.7,5.06,192.25,178.42,4.58
165.34,207.91,3.07,156.16,155.01,2.92
148.78,175.08,2.94,149.89,136.71,3.82
164.92,185.45,7.11,183.33,179.27,7.99
176.89,236.39,13.35,181.28,173.9,13.27
142.04,212.45,4.61,170.08,157.15,4.71
63.29,73.84,5.08,62.17,49.63,3.2
123.14,137.76,3.21,133.68,120.2,2.43
61.65,87.03,9.27,68.86,54.7,8.65
111.13,133.47,10.16,110.87,103.61,10.39
111.07,159.03,9.72,126.93,116.74,9.95
59.9,82.76,12.33,61.01,54.54,13.17
102.32,151.26,7.84,98.71,92.8,8.71
66.65,84.22,3.61,56.19,49.15,2.55
171.24,233.7,5.47,163.93,152.53,6.55
192.15,247.1,9.95,210.13,202.11,8.03
60.85,82.28,9.36,71.1,58.7,10.22
193.27,247.35,8.37,174.07,162.64,6.78
128.39,150.91,10.2,120.95,119.67,11.11
94.93,123.72,9.65,81.79,71.97,9.76
61.53,80.69,12.58,66.22,59.11,12.32
125.09,178.16,9.03,148.12,140.73,9.79
169.18,235.87,11.34,178.72,166.26,9.49
156.06,213.11,4.98,163.37,154.7,3.88
57.53,65.9,10.14,58.76,45.37,10.6
60.94,84.59,12.83,50.9,39.92,14.22
110.43,143.57,6.63,120.57,111.83,6.15
94.29,137.45,11.35,98.14,86.58,10.38
84.86,124.57,10.7,90.34,88.8,10.77
92.15,103.4,2.71,106.85,105.47,3.2
170.52,243.55,8.98,189.89,187.72,8.66
189.38,211.18,3.56,210.66,203.54,5.07
110.77,138.11,13.61,129.69,125.4,13.7
185.92,244.84,11.74,222.35,207.57,9.88
98.22,113.87,3.32,101.42,92.83,2.21
121.47,169.87,3.46,102.46,92.19,3.26
83.9,92.58,9.13,82.53,77.63,9.92
146.07,170.53,6.14,162.88,157.37,5.02
196.85,262.26,2.42,159.66,153.96,4.32
140.52,194.73,8.5,115.62,104.83,7.77
103.67,152.05,6.65,85.72,78.09,6.78
147.17,203.42,3.21,160.77,152.53,1.29
68.44,93.67,11.62,68.47,59.18,13.16
183.3,230.54,12.98,173.69,161.92,14.14
125.46,138.07,11.08,105.67,103.41,9.86
117.4,134.79,11.87,128.31,116.43,13.6
137.88,181.15,4.6,128.01,119.12,3.86
143.72,196.9,5.16,130.23,119.86,5.93
60.77,76.99,4.5,64.47,58.88,5.78
152.39,212.17,11.18,155.99,149.26,12.14
86.29,112.93,13.38,81.54,77.3,15.05
157.09,177.46,10.6,165.98,151.27,12.06
173.38,204.03,12.58,157.51,149.56,14.56
170.59,244.97,9.66,190.71,175.77,8.39
132.88,184.69,6.65,118.49,110.63,5.87
128.03,186.65,7.11,110.55,106.48,7.65
71.43,81.93,2.9,79.5,71.4,3.84
166.3,248.8,2.38,180.13,178.58,2.52
90.71,107.38,10.35,79.2,65.53,8.64
124.5,137.54,7.26,105.39,92.93,8.63
92.64,138.87,8.63,105.18,94.02,10.47
70.07,84.96,8.69,77.83,68.29,8.31
144.43,197.47,5.33,134.45,125.34,4.23
58.15,68.07,7.71,61.83,46.88,5.79
162.3,216.19,7.65,137.9,133.01,6.6
97.64,142.71,6.66,97.91,86.0,7.46
50.02,61.43,11.85,40.39,31.25,13.49
126.67,173.3,7.41,121.18,106.51,5.79
57.03,67.02,9.24,47.33,34.74,9.46
91.43,123.42,12.75,90.52,75.54,13.53
156.05,192.65,12.39,151.16,141.92,11.5
59.4,70.36,12.69,58.08,54.22,12.96
175.9,215.53,5.24,143.91,135.86,6.1
50.57,59.25,2.42,47.77,36.82,3.77
87.02,127.12,5.13,95.95,84.11,4.94
161.14,202.85,5.34,152.69,151.68,6.34
97.44,116.74,12.91,105.83,97.76,12.12
65.28,83.52,9.79,61.88,57.58,8.64
104.04,127.78,2.98,100.84,87.59,1.73
90.56,126.58,3.62,92.87,89.73,3.06
176.41,262.58,3.87,208.21,197.88,2.01
97.0,123.7,9.57,81.83,77.1,8.7
168.34,243.15,10.82,136.89,130.9,11.43
183.78,243.76,12.32,191.72,177.55,12.91
115.07,133.82,13.29,135.74,131.38,11.58
186.49,256.66,4.42,223.02,220.69,3.57
106.6,139.15,5.72,105.92,103.95,6.0
194.61,264.72,4.88,192.13,184.06,4.16
63.39,92.29,6.31,67.07,57.09,5.98
153.05,195.32,12.98,156.46,150.88,13.83
124.07,181.2,8.9,130.73,120.06,6.94
108.15,151.44,10.86,124.33,122.47,9.96
144.91,187.72,7.88,159.18,146.18,6.45
155.58,208.68,2.35,155.38,142.95,0.86
50.65,62.32,2.77,49.88,35.08,4.61
75.04,112.07,8.46,79.23,65.12,7.96
156.96,214.55,10.63,154.18,148.19,10.73
149.96,167.58,4.58,147.43,140.84,5.52
194.91,239.86,10.66,157.2,145.75,8.85
164.16,221.5,11.73,142.75,139.88,10.69
192.62,216.22,6.94,191.73,186.33,8.27
155.38,172.4,10.96,175.43,172.78,12.4
94.71,121.23,6.85,86.33,78.96,6.34
65.8,81.14,10.14,66.4,57.67,9.64
167.27,213.33,11.17,156.9,152.94,12.2
146.62,176.69,13.9,123.44,122.07,13.08
57.23,66.72,6.14,67.72,56.65,4.61
104.01,143.08,6.93,118.76,117.48,5.96
193.52,252.7,3.99,160.89,146.26,3.54
125.06,147.58,4.45,136.05,131.95,2.66
114.91,141.09,10.32,107.9,97.61,10.24
118.65,158.61,13.0,142.14,135.05,13.96
81.33,91.82,6.74,74.9,73.07,6.79
105.31,122.05,4.16,94.3,86.69,2.45
105.47,119.11,5.42,108.34,100.1,5.18
57.85,82.44,7.46,65.61,52.64,8.3
165.14,231.35,5.49,144.82,133.57,3.72
112.48,157.61,4.8,121.9,119.79,3.04
173.33,240.32,10.83,142.92,138.99,10.31
177.55,242.85,2.09,207.31,201.94,0.87
81.8,105.59,8.47,68.09,65.46,10.21
148.6,201.64,11.53,173.23,165.83,11.85
120.84,134.78,5.19,120.4,105.62,4.34
182.02,245.47,9.24,178.24,170.04,10.06
82.36,116.22,10.03,97.95,86.57,9.53
151.67,197.2,9.86,181.42,170.86,8.39
141.16,175.47,7.35,149.64,136.74,6.3
94.3,114.19,6.16,80.23,76.21,6.73
70.49,95.66,12.03,70.66,59.11,10.24
147.75,203.46,11.1,149.47,136.13,10.19
160.79,232.89,5.86,161.72,158.32,4.69
97.34,120.41,3.24,100.05,94.19,2.04
146.72,206.58,2.86,118.48,103.9,3.59
109.27,144.73,3.13,118.5,106.57,4.43
156.98,228.11,8.99,170.32,165.36,9.86
79.88,104.74,2.62,67.6,58.7,3.2
183.53,239.89,6.04,188.69,182.03,7.71
93.11,123.95,11.04,95.66,87.8,9.27
105.17,147.21,5.53,112.84,106.87,4.2
58.71,87.24,11.16,48.98,44.07,10.82
66.73,75.36,10.95,70.1,59.66,10.44
127.38,142.84,4.95,116.21,104.31,4.62
90.14,132.96,10.75,90.39,77.16,9.57
175.32,230.01,10.97,194.49,191.32,9.57
52.2,70.26,6.77,56.5,43.98,6.81
106.86,138.17,4.53,90.57,86.01,6.24
100.6,114.43,8.26,104.27,97.29,7.82
52.9,74.44,13.06,62.83,49.21,11.23
68.66,96.04,9.68,59.23,51.87,10.5
112.05,137.22,4.08,127.86,124.1,3.24
123.93,151.5,10.19,133.97,130.73,9.17
110.64,158.79,7.13,122.77,115.15,6.42
129.64,146.36,9.1,118.33,106.66,9.99
139.27,202.28,10.81,127.45,112.49,12.08
51.49,61.92,8.18,59.85,47.83,8.53
119.61,159.95,11.77,112.91,99.63,11.06
194.52,286.81,10.67,160.52,149.05,9.91
127.85,175.32,9.38,133.0,119.46,7.88
151.63,191.93,3.81,128.88,126.81,5.54
96.78,133.15,12.03,108.26,94.24,12.58
166.1,205.56,13.23,175.52,168.97,11.34
165.94,200.94,3.64,190.81,176.91,4.29
128.19,192.12,7.86,142.8,140.74,7.65
196.4,275.02,5.11,165.93,154.92,7.0
68.83,93.47,11.05,65.56,54.26,12.33
52.54,65.26,10.66,58.31,43.36,9.34
165.52,185.33,3.69,160.05,148.29,4.57
171.07,190.31,12.52,203.4,197.04,12.47
68.03,89.91,4.17,74.45,65.64,2.92
89.84,126.2,11.57,72.43,66.3,12.36
52.63,69.21,7.48,60.63,56.89,7.67
94.0,135.01,5.94,78.99,74.51,4.06
165.97,184.79,3.9,142.11,138.0,4.49
127.69,159.2,4.01,139.67,130.99,4.55
102.21,122.13,9.94,117.14,103.45,8.52
105.76,135.26,8.61,107.3,93.52,8.0
50.2,56.68,3.47,45.97,44.2,3.81
94.97,140.71,3.35,89.32,87.2,1.91
146.97,174.79,2.87,137.73,133.3,4.28
196.13,288.1,10.93,182.53,177.96,9.04
177.06,224.93,10.54,158.85,156.52,8.95
53.54,80.0,2.7,55.87,49.43,1.17
184.78,244.21,8.72,214.38,205.15,8.84
167.48,246.59,3.02,154.56,145.46,3.5
167.06,184.12,12.84,146.12,137.51,12.46
118.7,166.1,12.89,134.77,129.03,12.04
109.7,160.3,10.38,120.31,109.42,11.62
95.44,110.31,13.11,111.88,99.31,11.39
59.85,68.14,11.74,51.85,46.0,10.86
84.24,106.96,11.94,72.25,70.05,10.1
86.99,128.18,8.84,88.43,83.28,6.89
122.61,161.47,5.67,128.22,125.3,5.09
162.12,212.53,4.61,160.83,153.29,3.39
121.07,140.01,5.93,125.86,122.68,5.0
58.68,64.56,9.54,51.17,43.7,10.83
193.67,275.79,4.07,192.09,188.0,2.72
191.41,217.25,5.1,203.51,192.17,6.22
167.78,227.09,7.62,163.26,161.88,8.32
198.7,291.26,4.8,212.96,204.2,4.1
131.67,155.83,9.06,129.1,125.73,9.25
194.42,265.59,13.08,181.47,180.46,12.86
61.34,69.41,10.98,56.52,43.35,9.49
104.85,140.66,10.0,101.12,90.71,11.63
83.81,97.68,8.99,67.82,65.43,9.27
79.37,110.68,7.86,84.73,74.43,9.38
71.12,86.8,4.24,80.94,71.38,5.53
143.36,184.27,12.74,135.03,127.4,11.06
167.2,224.01,4.98,136.84,129.97,3.81
136.74,159.79,3.1,163.37,149.95,1.68
72.04,100.62,11.0,65.23,60.8,12.32
171.67,209.62,4.11,146.03,139.45,5.56
145.39,198.45,6.46,137.82,132.21,6.57
108.22,125.9,2.34,118.55,106.76,0.76
151.12,207.83,3.64,138.66,124.83,2.19
88.99,102.45,4.08,91.64,78.75,5.33
101.78,129.27,2.65,98.34,86.17,4.37
187.62,224.94,9.88,158.94,144.12,8.68
93.58,130.95,12.04,87.22,76.46,10.09
120.5,145.18,6.48,131.34,119.82,5.8
183.52,266.6,12.49,191.74,176.98,10.62
156.16,227.48,4.56,132.41,131.31,5.87
59.33,69.93,5.9,51.34,41.46,5.87
72.1,97.01,3.81,76.15,64.81,4.38
51.18,58.09,9.45,57.59,43.74,9.09
144.64,181.75,7.04,135.93,122.56,6.42
117.15,162.29,9.36,121.62,108.83,8.25
70.14,95.66,11.14,60.9,46.66,12.22
193.69,261.46,8.55,179.08,170.55,9.33
129.45,157.02,9.53,104.61,103.51,8.97
86.28,107.96,13.22,95.54,94.39,12.51
125.09,142.75,5.59,120.14,111.51,3.59
151.94,210.84,6.31,171.16,164.06,4.56
61.44,79.96,10.61,66.56,59.24,11.11
91.21,126.18,9.34,103.2,96.59,9.39
171.04,205.18,4.14,156.38,142.53,3.88
118.95,146.28,6.51,103.97,97.94,7.82
131.99,162.83,7.61,156.9,143.91,7.63
114.92,127.6,7.03,124.91,111.27,6.57
56.58,69.96,4.14,64.15,56.15,2.78
74.86,106.4,13.09,60.28,53.03,14.38
116.83,170.45,11.15,110.03,98.38,11.45
81.38,106.38,7.78,89.28,78.37,6.15
57.5,73.72,10.16,47.79,42.19,10.76
176.55,196.38,12.77,181.3,178.87,12.47
197.18,286.24,3.63,191.58,186.88,4.88
168.97,186.75,5.0,136.37,133.53,6.68
178.07,263.17,8.51,159.26,154.14,8.91
86.3,111.81,11.59,78.87,74.2,12.51
194.09,240.05,2.44,163.96,154.03,0.66
79.54,116.9,13.81,83.72,69.36,14.05
192.71,213.87,7.46,172.86,162.26,8.48
199.22,265.48,6.31,181.5,167.53,6.3
156.76,206.85,5.51,181.73,169.75,5.89
197.17,234.19,4.09,194.58,183.39,5.69
135.43,172.21,11.5,129.59,122.79,10.29
88.93,121.03,13.46,96.89,91.35,11.86
115.55,160.71,6.96,134.48,121.63,7.73
139.03,152.98,13.43,112.62,98.94,14.72
60.96,89.9,11.89,59.7,52.37,13.29
143.35,167.12,7.77,149.7,148.58,8.34
197.18,235.32,10.09,182.87,170.77,11.42
78.52,94.64,7.22,87.07,82.08,8.02
168.89,188.33,8.7,200.74,199.6,7.05
186.18,213.97,2.7,219.21,206.94,3.74
191.56,286.29,10.36,173.62,165.38,9.07
194.02,237.89,2.63,172.78,162.19,1.58
128.22,146.95,11.81,151.68,137.88,11.38
196.6,224.67,11.9,193.34,184.77,11.16
163.6,227.04,4.84,144.51,136.46,4.13
74.25,107.06,5.88,80.4,75.33,4.56
121.54,146.18,7.78,111.05,105.78,6.95
157.75,174.84,9.16,143.06,130.91,7.24
87.1,103.58,5.45,100.31,93.03,5.34
146.09,164.0,9.11,126.37,123.08,10.18
149.99,171.19,5.57,123.86,121.53,7.02
74.4,94.69,2.67,67.54,59.91,3.95
134.76,160.63,2.03,140.53,133.02,1.7
165.74,216.52,3.21,140.76,130.61,4.14
124.83,149.98,11.51,123.42,115.82,10.66
51.82,76.49,13.54,54.45,51.45,11.76
51.36,75.1,7.12,58.52,50.41,7.83
103.55,137.39,8.15,92.37,78.67,8.75
188.93,234.61,3.76,212.91,209.68,4.97
84.3,105.58,8.61,75.36,64.71,9.08
145.15,183.58,3.74,155.42,146.1,2.36
83.31,115.89,9.33,81.0,69.52,10.75
98.25,125.83,13.2,83.11,80.0,13.71
177.21,255.65,4.35,192.39,178.21,5.58
159.33,235.43,11.17,141.34,131.65,12.27
64.31,79.38,2.28,55.99,43.13,1.47
114.31,151.37,6.51,107.83,103.38,4.8
54.38,61.88,3.33,57.71,46.36,2.03
122.13,144.14,6.23,109.14,97.2,4.6
149.37,189.0,4.08,130.47,123.9,3.06
67.78,80.14,6.48,54.49,48.11,6.32
93.33,135.39,7.01,92.27,82.06,8.64
109.68,127.59,5.61,106.55,104.24,7.1
187.93,240.98,9.88,167.92,156.63,10.75
198.99,267.1,13.03,163.46,161.86,11.12
56.74,78.11,6.81,55.13,51.46,6.17
164.15,205.72,4.31,183.07,172.78,5.04
105.76,153.1,5.25,114.87,112.49,3.76
108.87,144.5,12.25,124.58,109.97,13.45
163.14,208.13,8.86,131.14,117.98,10.52
187.76,211.59,7.46,222.79,213.03,6.88
192.64,247.71,3.8,180.42,167.95,4.62
136.57,195.06,7.4,163.36,149.93,5.99
103.57,139.38,5.34,93.32,88.69,6.11
168.13,240.91,13.32,166.22,153.33,11.4
87.65,113.74,12.61,82.53,78.8,11.21
134.61,154.45,3.01,126.84,120.06,3.85
103.79,114.73,8.2,118.0,109.18,9.05
148.49,181.35,4.7,163.13,152.14,5.27
86.06,118.69,6.93,103.0,101.58,6.84
78.74,111.5,12.52,82.31,77.25,13.22
187.74,228.72,8.33,184.98,175.46,9.43
65.27,84.74,6.01,54.57,48.56,7.88
125.89,159.69,4.49,150.9,139.05,6.05
83.13,105.09,11.6,84.84,74.72,12.78
55.84,66.59,9.49,60.32,56.04,10.27
55.4,63.97,7.62,53.34,50.29,7.91
76.28,89.91,4.61,77.74,67.93,3.09
180.02,202.0,6.01,211.88,204.58,4.67
92.37,108.93,13.52,80.05,76.68,14.8
192.57,212.53,8.24,176.58,171.01,9.45
137.24,185.4,6.81,118.14,112.9,7.27
115.49,141.66,8.26,128.99,126.48,8.01
137.01,204.05,11.35,113.01,104.35,9.45
127.5,150.14,6.08,106.17,94.48,5.39
163.82,202.86,4.14,150.61,141.56,3.83
92.37,114.83,9.02,92.9,80.33,8.96
102.96,113.6,9.98,99.1,96.31,11.7
184.11,264.33,10.55,150.59,143.49,8.99
191.97,213.62,12.58,227.1,217.57,12.66
183.88,271.43,6.45,217.19,206.73,5.93
112.92,164.5,2.9,102.95,92.21,4.86
167.05,219.54,13.5,182.53,171.32,14.95
121.45,160.0,7.22,125.27,115.15,6.98
124.63,169.69,9.48,111.54,109.22,11.48
80.7,101.27,10.0,73.02,62.29,10.05
138.67,188.44,8.56,138.18,127.03,7.23
77.92,87.11,4.46,75.4,60.49,4.69
99.73,111.86,11.06,91.41,80.7,9.97
178.25,228.68,11.65,200.18,189.57,12.19
81.06,106.99,8.64,80.46,72.25,10.39
60.67,88.29,7.86,64.43,51.28,9.01
60.35,68.91,3.37,52.85,37.89,2.46
191.12,273.12,3.01,193.68,181.77,2.19
126.04,149.23,6.07,116.86,107.29,4.35
111.41,140.12,5.73,112.59,110.48,4.87
171.63,210.53,13.44,190.91,179.74,11.81
175.37,220.98,11.4,194.24,183.32,11.4
99.83,115.82,9.92,94.01,82.15,10.75
154.04,200.48,8.21,166.01,163.27,9.22
165.67,235.36,4.01,194.91,184.76,2.25
148.2,189.19,13.74,155.65,150.51,13.1
72.74,94.29,6.5,62.51,50.87,5.65
181.38,261.1,3.28,194.42,190.06,1.7
130.86,180.91,7.93,110.18,99.61,7.38
92.37,119.73,12.49,106.12,100.99,11.69
113.78,136.89,12.65,114.54,113.42,13.19
55.64,80.89,2.13,53.08,43.21,3.66
69.18,92.07,12.64,56.92,54.34,12.45
164.83,195.9,5.26,156.97,146.74,6.24
50.0,60.38,2.47,58.07,44.11,1.05
112.48,159.87,12.17,90.93,76.36,13.75
128.38,143.48,12.37,127.07,122.77,10.98
58.2,87.11,9.15,68.23,55.9,7.92
195.96,225.78,8.89,187.72,181.77,7.32
83.92,119.03,11.76,81.51,67.9,11.0
95.63,120.29,11.44,98.63,86.61,11.65
95.59,123.97,12.68,94.17,92.14,14.63
84.56,122.81,8.63,73.35,66.65,9.81
50.22,63.54,13.61,40.55,34.83,13.13
159.4,209.61,13.95,166.4,154.41,14.26
195.03,218.38,3.4,227.85,221.11,3.89
83.64,92.09,12.19,70.47,59.89,13.49
149.46,179.04,8.0,132.18,122.74,8.94
161.28,221.32,6.65,152.91,138.25,6.93
177.26,203.59,9.36,199.16,185.03,10.03
113.39,129.89,2.67,102.93,95.94,3.66
95.44,120.67,8.08,110.02,98.89,6.61
98.79,134.27,12.45,81.21,68.59,11.25
156.89,217.27,4.56,184.57,170.98,5.32
172.52,202.08,7.12,176.71,174.75,8.52
77.24,87.43,13.27,82.15,76.92,12.91
105.64,155.94,7.14,100.05,94.57,9.06
185.29,223.14,6.3,206.19,199.11,5.16
171.0,246.47,7.29,148.2,144.83,6.95
197.73,285.8,8.23,162.05,154.1,7.75
163.14,229.86,9.58,156.32,146.03,11.31
108.98,127.24,11.61,124.4,116.43,10.75
138.6,198.01,7.43,152.73,142.41,7.31
149.15,209.96,11.81,150.18,148.25,10.56
61.77,82.69,8.4,63.55,50.29,8.49
131.67,162.6,6.06,112.18,98.03,7.49
156.4,188.46,9.9,177.71,168.06,9.11
75.1,86.27,10.61,83.72,70.38,11.86
167.09,217.88,8.7,177.55,174.71,10.34
137.57,183.53,2.68,135.71,123.54,0.97
192.83,239.83,4.04,228.66,225.99,5.06
56.36,72.72,5.42,64.91,58.2,4.44
89.8,111.84,5.39,94.99,89.45,4.09
140.23,190.21,10.08,133.04,123.84,10.49
94.48,137.99,2.22,98.94,93.72,3.04
157.16,183.18,11.07,161.91,151.98,10.65
163.85,205.23,5.18,156.92,150.78,3.34
65.38,75.6,5.72,60.32,47.27,7.36
127.08,171.55,8.33,122.35,112.48,9.26
126.33,175.8,4.59,130.07,126.05,3.68
105.39,155.22,12.61,102.36,96.66,12.6
189.94,230.12,3.02,171.98,159.11,1.14
174.13,257.72,7.33,192.3,185.89,6.69
154.58,173.95,12.19,156.53,148.03,12.28
157.15,210.77,9.39,129.97,119.89,9.46
119.26,133.91,5.51,112.98,107.11,4.34
188.15,274.23,7.05,217.12,212.0,8.16
154.19,202.28,10.48,169.93,162.28,9.68
159.35,217.95,13.68,148.08,144.07,14.0
179.25,256.8,12.72,210.67,205.69,11.8
91.11,105.7,6.11,75.68,73.81,5.81
171.06,190.81,13.98,202.62,197.36,12.81
79.29,115.09,2.04,71.22,65.73,2.57
101.8,124.81,2.33,81.81,67.35,2.03
100.34,115.55,11.89,97.68,88.43,9.95
196.78,253.33,4.39,185.68,173.65,2.51
178.48,239.04,2.73,181.27,179.64,2.61
155.18,172.62,4.85,173.6,171.1,3.58
159.06,192.45,7.11,180.85,168.44,7.45
134.31,149.5,10.77,129.0,119.27,10.4
192.06,243.56,9.49,186.67,183.0,10.11
124.44,181.44,4.85,106.93,100.26,6.66
107.08,159.87,8.04,87.7,79.16,8.15
74.46,100.87,13.11,78.66,65.85,14.26
167.93,195.58,11.78,138.67,136.83,12.79
160.17,234.22,5.88,175.15,165.79,7.57
107.65,140.65,13.79,109.34,98.3,12.64
53.78,62.46,10.5,47.3,32.6,11.81
175.85,258.27,2.75,178.63,166.33,4.37
51.71,72.55,2.42,45.16,40.29,1.99
155.55,216.64,4.02,151.74,140.81,3.28
195.54,270.56,10.73,218.97,207.28,12.54
115.65,136.48,4.2,113.89,102.67,4.72
85.25,100.97,8.14,73.27,60.79,7.66
155.73,214.18,3.12,169.67,156.02,4.29
172.57,204.99,13.05,150.95,148.57,12.27
131.96,168.32,6.13,144.56,142.09,4.83
195.06,275.57,12.9,193.44,181.29,13.07
57.75,81.63,13.34,56.68,52.15,13.6
125.72,161.08,2.07,143.39,141.57,3.38
157.77,223.54,7.57,170.93,164.32,7.4
179.4,257.51,2.3,145.88,133.4,3.55
76.89,104.72,12.9,70.62,67.85,12.15
170.0,202.53,8.22,195.22,184.82,8.52
132.91,160.76,2.9,107.3,106.25,1.73
109.48,134.22,3.32,111.46,108.93,2.87
69.76,79.99,6.6,76.11,70.2,8.03
179.79,217.42,13.28,188.56,186.39,12.15
73.59,87.12,10.31,81.26,68.42,11.56
96.47,123.68,12.41,105.18,92.08,11.54
93.51,136.84,6.4,100.69,89.11,4.54
180.71,206.34,2.52,203.95,199.56,0.96
150.91,209.47,13.69,159.7,151.37,14.68
169.5,233.05,2.21,162.89,159.31,1.25
87.57,99.68,13.37,86.59,81.65,13.99
143.73,211.15,6.42,156.19,147.97,7.22
135.76,180.21,2.12,156.2,144.91,1.5
174.92,217.87,10.27,158.99,156.66,10.17
185.91,260.76,13.77,174.17,169.02,13.38
51.82,62.34,13.59,60.75,46.78,15.38
151.1,208.13,3.93,155.85,148.84,3.21
57.78,64.47,4.17,50.36,36.21,2.91
132.33,189.99,8.79,140.99,126.11,8.25
93.14,119.16,9.65,111.43,103.06,10.33
96.02,130.07,10.87,108.44,103.41,11.66
102.94,122.35,4.17,113.06,100.99,5.87
143.19,196.29,13.51,126.47,123.24,15.04
100.11,141.04,9.66,115.17,110.64,8.82
159.9,206.16,12.16,161.55,149.57,11.99
110.68,149.09,8.48,127.91,120.84,9.47
60.25,77.28,6.97,56.15,52.33,8.64
167.56,244.25,13.73,138.21,128.09,13.07
92.86,120.64,8.99,91.97,80.71,8.76
114.92,165.1,12.4,104.34,101.58,14.0
152.82,217.08,13.44,165.97,161.1,12.87
99.87,126.25,10.1,118.13,114.03,10.03
58.49,69.72,8.59,62.96,56.64,10.21
106.09,133.93,2.04,122.51,110.82,3.25
191.67,274.18,2.48,188.07,177.07,1.45
146.26,174.2,4.41,162.15,151.88,3.71
150.72,197.41,4.23,171.4,170.32,3.64
144.84,206.03,5.06,157.06,154.07,6.71
79.85,99.12,5.66,80.1,75.97,7.65
112.75,152.99,6.32,118.43,113.62,7.42
162.64,194.88,7.05,175.69,172.64,6.98
65.21,74.58,3.19,58.77,52.02,1.23
91.68,129.98,2.51,103.03,100.98,3.3
91.45,104.21,10.09,107.92,96.42,9.64
114.8,138.75,8.45,113.21,101.18,8.98
197.06,284.16,7.33,212.9,203.86,7.76
60.13,74.47,9.61,65.83,63.57,9.54
127.81,190.33,11.93,136.1,122.64,13.71
76.9,114.73,7.13,78.35,63.84,5.22
195.6,236.15,9.69,225.46,221.63,10.54
67.0,74.79,13.44,65.63,54.76,13.08
110.54,152.77,12.08,91.13,78.35,12.93
160.68,205.74,7.11,182.83,174.27,7.81
155.68,177.53,9.74,166.52,160.99,7.78
113.41,156.85,4.12,129.25,121.55,3.27
101.98,113.45,8.73,87.23,79.06,7.48
109.64,158.77,13.78,89.06,82.45,12.44
89.64,103.58,8.22,105.22,91.2,9.13
80.8,92.99,13.13,69.41,58.0,12.09
122.46,143.31,6.89,137.62,133.25,6.79
90.28,133.99,13.99,101.95,92.75,12.97
93.12,128.25,8.95,100.89,90.25,9.27
148.51,210.97,2.51,126.61,123.65,3.39
195.28,245.87,9.04,208.36,202.34,8.37
140.55,173.51,5.29,162.42,148.74,5.71
61.55,73.47,2.39,59.71,50.77,3.69
61.34,79.26,11.85,59.22,55.18,10.23
192.71,254.52,5.31,188.31,185.59,6.15
94.59,127.96,11.56,78.79,70.53,10.85
63.81,76.75,5.46,73.82,65.15,3.95
139.86,206.91,4.33,160.51,154.83,4.51
143.55,167.65,13.69,172.14,162.31,12.59
147.28,218.89,6.34,152.29,150.33,7.63
90.11,99.66,9.22,99.16,96.13,7.39
